shopId,shopName,region,price,avgPrice,star,commentNum,secondCatName,salesVolume,groupDealTitle,marketPrice,userComment
157269669,花开院子.花园火锅,南岸区,98,72,5,640,火锅,300,花园火锅2人餐，提供免费WiFi,159,288味道赞-269环境优雅-178菜品健康-139牛肉赞-126上菜快-119回头客-10分量足-7交通便利-4朋友聚餐-3闺蜜聚会-
182590493,金妈家烤肉,江北区,1,98,4.4,198,烧烤,3142,金猪布丁1只，提供免费WiFi,8,53服务热情-47味道赞-30菜品不错-22性价比高-21环境优雅-18牛肉赞-14回头客-10主食赞-8价格高-3分量少-
159527150,霸王虾·重庆招牌麻辣小龙虾,渝北区,298,102,3.3,160,小吃快餐,561,超值欢乐3-4人餐,336.8,65味道赞-22分量足-21服务热情-12上菜快-11菜品不错-6肉类好-5海鲜棒-5主食赞-13价格高-8性价比低-
165582298,花码头老火锅,渝中区,1,84,3.8,1195,火锅,809,火锅伴侣2选1，提供免费WiFi,8,301服务热情-262环境优雅-247味道赞-164干净整洁-144上菜快-143菜品精致-139价格实惠-4回头客-3朋友聚餐-32分量少-
194266827,锅哥有料老火锅,渝北区,67,,5,3,火锅,,,,
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
193588741,猪猪象泰国餐厅,江北区,198,91,5,49,东南亚菜,76,2人豪华冬阴功火锅套餐，包间免费,368,12味道赞-12服务热情-9环境优雅-7价格实惠-6菜品健康-5分量足-5性价比高-3上菜快-
179620162,奈九居酒屋,九龙坡区,1,84,3.5,78,日本菜,781,特色大福1份，提供免费WiFi,6,18味道赞-17环境优雅-16菜品不错-12服务热情-7肉类好-7干净整洁-6分量足-5回头客-4价格实惠-4性价比高-
164685434,月半,渝中区,98,46,5,2231,川菜,4814,吃了不胖的双人餐,168,644分量足-596菜品不错-547上菜快-168回头客-60肉类好-23海鲜棒-11交通便利-7主食赞-4高大上-4弄堂小店-
90015885,桃太郎,南岸区,108,34,5,8028,日本菜,10858,桃太郎超值双人餐,162,487上菜快-435回头客-91肉类好-52停车方便-19海鲜棒-46朋友聚餐-13闺蜜聚会-3弄堂小店-3工作餐-3现做现卖-
150457845,埠口精酿·夜景西餐酒吧,南岸区,218,84,5,959,西餐,1870,2-3人经典套餐,304,79上菜快-79饮品赞-58回头客-31夜景赞-21高大上-8肉类好-17有江景-12下午茶-7朋友聚餐-5闺蜜聚会-
192498372,纽玩披萨,南岸区,168,82,4.3,38,西餐,697,2-3人精致丰盛套餐,231,8味道赞-8环境优雅-8服务热情-6菜品不错-6干净整洁-4上菜快-5沙拉-
192561753,集渔·泰式海鲜火锅,渝北区,28,118,3.8,19,火锅,1524,爆浆蛋糕1份，提供免费WiFi,48,5味道赞-
169977800,石灰市老火锅,渝北区,69,,4,133,火锅,,,,4味道赞-3服务热情-
195142859,简茉蛋糕,沙坪坝区,36,35,4.2,8,面包甜点,19,网红便当盒子1份,38,4干净整洁-3点心好-3味道赞-3服务热情-
155357261,king大志烤肉黑毛牛专门店,渝中区,1,195,4.6,157,日本菜,1164,肥牛1份（80g）,68,47味道赞-43服务热情-31菜品不错-30肉类好-19上菜快-18干净整洁-12性价比高-10主食赞-11分量少-7价格高-
132009940,古镇大院老火锅,江北区,118,48,5,400,火锅,235,超值4人餐，提供免费WiFi,213,119味道赞-96服务热情-56分量足-54性价比高-53菜品健康-45价格实惠-36环境优雅-33回头客-9上菜快-4肉类好-
194752272,守柴炉烤鸭•藕然间,南岸区,98,50,4,35,北京菜,143,烤鸭 2人餐，提供免费WiFi,140,5环境优雅-5服务热情-4味道赞-3上菜快-3干净整洁-3烤鸭-
193415662,周师兄腰片老火锅,渝中区,3,98,4.9,173,火锅,1792,重庆冰粉1份，提供免费WiFi,6,55服务热情-50味道赞-33上菜快-28肉类好-28分量足-26菜品健康-24干净整洁-23环境优雅-16性价比高-7价格高-
175262629,耙二哥腰片王老火锅,渝北区,82,,4,76,火锅,,,,6味道赞-4干净整洁-4体验很棒-3服务热情-
164986279,龙隐码头老火锅,沙坪坝区,259,75,4.3,190,火锅,73,嘿好吃2-3人餐,287.8,89味道赞-73服务热情-35干净整洁-33上菜快-32菜品新颖-32价格实惠-29性价比高-16回头客-8分量足-3肉类好-
185425789,莱卡轻食,渝北区,25,35,3.9,7,西餐,140,主食3选1，提供免费WiFi,35,
193728383,面魂·欧娅面庄,渝北区,16,,3.5,0,小吃快餐,,,,
160425646,庄里人饺子,南岸区,10,16,5,1383,小吃快餐,95,全家福水饺1份，提供免费WiFi,12,43味道赞-31服务热情-25回头客-21价格实惠-20菜品健康-18上菜快-17干净整洁-16肉类好-9环境优雅-4分量足-
193437334,大连海仙港海鲜烤肉火锅自助,江北区,89,87,3.4,86,自助餐,3525,单人海鲜烤肉自助,119,15味道赞-15服务热情-13环境优雅-10干净整洁-9菜品丰富-7海鲜棒-8螃蟹-5性价比低-4分量少-
121697083,富郎山日式料理,渝中区,298,68,5,1730,日本菜,301,超值实惠4-5人餐,514,377味道赞-191分量足-175上菜快-85回头客-61肉类好-6主食赞-4海鲜棒-10工作餐-7朋友聚餐-4闺蜜聚会-
162685179,听雪阁,南岸区,408,67,5,213,川菜,173,六人餐【地暖开放】,744,88味道赞-51菜品精致-41分量足-39上菜快-34肉类好-17回头客-5高大上-5家庭聚餐-4请客-3朋友聚餐-
188424127,卤校长老火锅,九龙坡区,68,,3.2,24,火锅,,,,9味道赞-4菜品健康-4价格实惠-4性价比高-4服务热情-3上菜快-7排队久-
162795912,镇三关老火锅,渝中区,168,84,4.3,101,火锅,218,超值双人餐，提供免费WiFi,260,33服务热情-29味道赞-22环境优雅-20菜品健康-13上菜快-13性价比高-9回头客-8高大上-11价格高-7分量少-
165582298,花码头老火锅,渝中区,1,84,3.8,1195,火锅,809,火锅伴侣2选1，提供免费WiFi,8,301服务热情-262环境优雅-247味道赞-164干净整洁-144上菜快-143菜品精致-139价格实惠-4回头客-3朋友聚餐-32分量少-
159502301,琳儿妹火锅,渝中区,64,,5,1664,火锅,,,,149味道赞-110服务热情-87菜品不错-62肉类好-55上菜快-48价格实惠-45回头客-43性价比高-3有萌宠-21分量少-
187431046,老街糯米团,渝中区,16,,4.2,12,小吃快餐,,,,4味道赞-4环境优雅-3价格实惠-3干净整洁-3体验很棒-3弄堂小店-
179211219,陶火朝天鲜菜火锅,南岸区,93,,4,5,火锅,,,,5环境优雅-4回头客-4菜品健康-4味道赞-4服务热情-3上菜快-3价格实惠-3干净整洁-
192976281,一町目精致料理,南岸区,99,59,5,99,日本菜,432,一町目精品双人餐,168,51味道赞-39服务热情-37分量足-37环境优雅-29干净整洁-27性价比高-20菜品健康-17上菜快-4肉类好-3价格实惠-
192508178,正东担担面,南岸区,11.2,20,3.5,83,小吃快餐,1020,正东担担面套餐，建议单人使用,14,21味道赞-18分量足-15干净整洁-13服务热情-11菜品不错-9体验很棒-8环境优雅-3上菜快-3回头客-9价格高-
1495736518,深夜食堂·刀锋书酒馆,渝中区,99,48,4,1,日本菜,42,日式简餐两人餐，提供免费WiFi,162,
184047565,庖丁莽子老火锅,南岸区,218,61,5,301,火锅,504,4人餐 - 7荤7素，包间免费,249,120味道赞-88菜品不错-82服务热情-81分量足-71环境优雅-68性价比高-63价格实惠-50上菜快-10牛肉赞-6回头客-
164356529,遇东岚,渝中区,148,61,4.5,721,川菜,4721,套餐2选1，提供免费WiFi,198,206味道赞-171服务热情-156环境优雅-140菜品不错-100上菜快-77牛肉赞-71主食赞-27分量足-9回头客-3朋友聚餐-
155357261,king大志烤肉黑毛牛专门店,渝中区,1,195,4.6,157,日本菜,1164,肥牛1份（80g）,68,47味道赞-43服务热情-31菜品不错-30肉类好-19上菜快-18干净整洁-12性价比高-10主食赞-11分量少-7价格高-
193471358,夜袭原创小豆腐,南岸区,68,49,5,343,烧烤,513,惊喜小豆腐双人餐,114,58味道赞-47服务热情-29牛肉赞-23价格实惠-21菜品健康-15环境优雅-14性价比高-11分量足-5早餐-5商圈附近-
184635343,X厨房·X Kitchen,江北区,222,,4.5,0,川菜,,,,
112217128,凯帝拉斐盛宴,渝北区,598,74,5,321,川菜,56,聚会套餐，建议10人使用,959,68味道赞-63环境优雅-55菜品不错-52服务热情-47分量足-37上菜快-32高大上-6回头客-3肉类好-10请客-
201657,艺兄烧鸡公,江北区,148,61,3.5,2,川菜,39,招牌烧鸡公4人餐,249,
79439095,王妈手撕烤兔·双流老妈兔头,渝中区,10.5,27,4.6,2014,小吃快餐,4279,麻辣兔头1份，提供免费WiFi,12,115味道赞-60服务热情-55性价比高-49干净整洁-36菜品精致-34上菜快-34交通便利-21回头客-45分量少-34停车不便-
159513986,珮姐老火锅,渝中区,1,101,4.9,4024,火锅,42291,1元重庆老冰粉1份,6,881味道赞-367肉类好-339环境优雅-336上菜快-311菜品健康-16回头客-5海鲜棒-4交通便利-4饮品赞-73分量少-
169302149,巫山纸包鱼,渝中区,88,50,5,872,川菜,1868,青春三人餐，提供免费WiFi,124,285味道赞-219服务热情-139菜品不错-120价格实惠-107上菜快-63回头客-54分量足-33肉类好-10海鲜棒-4弄堂小店-
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
842591621,周记螺蛳鸡梁山鸡,九龙坡区,158,35,4.6,18,川菜,75,4人吃螺蛳鸡，提供免费WiFi,267,15味道赞-12价格实惠-10菜品不错-9性价比高-9服务热情-6肉类好-5分量足-5干净整洁-4交通便利-
90397149,欧力派蛋糕,江北区,88,55,5,1157,面包甜点,114,"蛋糕4选1,约8英寸",188,284味道赞-172点心好-128价格实惠-83分量足-78菜品精致-69高大上-51回头客-46上菜快-3饮品赞-4现做现卖-
214365,宋记烤鸭,江北区,118,52,5,701,北京菜,370,精致双人餐，提供免费WiFi,185,151味道赞-92分量足-88菜品不错-70价格实惠-69回头客-60上菜快-16肉类好-4交通便利-5请客-3弄堂小店-
179211219,陶火朝天鲜菜火锅,南岸区,93,,4,5,火锅,,,,5环境优雅-4回头客-4菜品健康-4味道赞-4服务热情-3上菜快-3价格实惠-3干净整洁-
193761836,九锅一堂重庆家常菜,渝中区,1,66,4.2,36,川菜,37276,黑糖冰粉1份，提供免费WiFi,9,11服务热情-8味道赞-6菜品不错-6环境优雅-4上菜快-4分量足-3性价比高-
157178132,林妈过桥抄手,渝中区,15,,5,2762,小吃快餐,,,,51味道赞-20回头客-16干净整洁-14体验很棒-12价格实惠-12服务热情-10性价比高-7菜品不错-7环境优雅-5肉类好-
164598731,金妈家烤肉,九龙坡区,1,92,4,287,韩国菜,3142,金猪布丁1只，提供免费WiFi,8,39味道赞-32服务热情-24环境优雅-21菜品不错-11饮品赞-11性价比高-9牛肉赞-4分量足-3回头客-6价格高-
193710607,百火锅,渝北区,68.8,57,4.3,75,火锅,842,优惠四人餐，提供免费WiFi,149,42味道赞-28服务热情-27分量足-21菜品健康-17上菜快-16性价比高-15价格实惠-13干净整洁-11环境优雅-11午餐-
194153458,土货九宫格火锅,渝中区,1,79,5,92,火锅,1197,手工冰汤圆1份，提供免费WiFi,6,31服务热情-24味道赞-18环境优雅-15菜品健康-12干净整洁-9性价比高-7分量足-6价格实惠-
169977800,石灰市老火锅,渝北区,69,,4,133,火锅,,,,4味道赞-3服务热情-
159802789,伊美香蛋糕店,江北区,119,122,5,429,面包甜点,851,"蛋糕44选1,约8英寸",199,154服务热情-152味道赞-128点心好-94性价比高-84价格实惠-78菜品精致-57分量足-46环境优雅-44回头客-11上菜快-
160425646,庄里人饺子,南岸区,10,16,5,1383,小吃快餐,95,全家福水饺1份，提供免费WiFi,12,43味道赞-31服务热情-25回头客-21价格实惠-20菜品健康-18上菜快-17干净整洁-16肉类好-9环境优雅-4分量足-
114072457,喵喵蛋糕,渝中区,89,76,5,551,面包甜点,558,8英寸小猪佩奇粉红佩佩猪小妹 奇妙仙子冰雪奇缘 棉花糖小汽车情景摆件水果卡通生日蛋糕1个，约8英寸，场景生日蛋糕,199,206服务热情-194味道赞-150点心好-98价格实惠-95性价比高-83菜品精致-38环境优雅-35回头客-15分量足-7现做现卖-
179620162,奈九居酒屋,九龙坡区,1,84,3.5,78,日本菜,781,特色大福1份，提供免费WiFi,6,18味道赞-17环境优雅-16菜品不错-12服务热情-7肉类好-7干净整洁-6分量足-5回头客-4价格实惠-4性价比高-
174932999,晓彭肥肠鸡,渝中区,108,45,3.6,196,川菜,701,晓彭2-3人餐，包间免费,139,21味道赞-16性价比高-14价格实惠-14服务热情-10上菜快-10菜品不错-10干净整洁-4位置隐蔽-4午餐-6分量少-
165831754,即攻元气,江北区,10,22,3.8,124,小吃快餐,30,油条/糍粑块+豆浆1份,12,6味道赞-3饮品赞-3菜品不错-3环境优雅-4早餐-
153976205,蜀宴·家宴馆,渝北区,888,88,4.2,508,川菜,228,豪华10人餐，提供免费WiFi,1202,65味道赞-61环境优雅-57服务热情-46菜品不错-31性价比高-26回头客-24上菜快-17肉类好-4请客-6分量少-
169966395,斗十千料理,渝北区,198,157,4.1,157,日本菜,481,小酌二人餐（新）,328,49味道赞-36服务热情-18体验很棒-17上菜快-17环境优雅-16肉类好-16菜品精致-13价格实惠-8主食赞-4分量足-
842591621,周记螺蛳鸡梁山鸡,九龙坡区,158,35,4.6,18,川菜,75,4人吃螺蛳鸡，提供免费WiFi,267,15味道赞-12价格实惠-10菜品不错-9性价比高-9服务热情-6肉类好-5分量足-5干净整洁-4交通便利-
76993183,壹角烧肉,江北区,147,,5,71,日本菜,,,,
169302149,巫山纸包鱼,渝中区,88,50,5,872,川菜,1868,青春三人餐，提供免费WiFi,124,285味道赞-219服务热情-139菜品不错-120价格实惠-107上菜快-63回头客-54分量足-33肉类好-10海鲜棒-4弄堂小店-
5488,全聚德烤鸭,渝中区,118,106,3.9,4753,北京菜,210,精选套餐，建议2人使用,159,154高大上-144回头客-33肉类好-28夜景赞-6停车免费-91有江景-6家庭聚餐-5请客-4现做现卖-151上菜慢-
192785270,壹食间one moment,渝北区,39,0,3.5,1,饮品店,8,下午茶套餐，建议单人使用,44,
193415662,周师兄腰片老火锅,渝中区,3,98,4.9,173,火锅,1792,重庆冰粉1份，提供免费WiFi,6,55服务热情-50味道赞-33上菜快-28肉类好-28分量足-26菜品健康-24干净整洁-23环境优雅-16性价比高-7价格高-
41573239,老甘家小龙虾•江湖菜,江北区,1,69,3.7,1458,小吃快餐,3222,冰汤圆1碗，提供免费WiFi,8.8,382味道赞-145服务热情-125菜品不错-121分量足-79上菜快-74回头客-58肉类好-16海鲜棒-4朋友聚餐-31性价比低-
164339815,食色飞白·江湖菜,渝北区,5.9,55,4,137,川菜,2065,冰粉1份，提供免费WiFi,9.9,29味道赞-23分量足-19服务热情-18菜品不错-14上菜快-13环境优雅-11性价比高-10价格实惠-8体验很棒-4装修好看-
159513986,珮姐老火锅,渝中区,1,101,4.9,4024,火锅,42291,1元重庆老冰粉1份,6,881味道赞-367肉类好-339环境优雅-336上菜快-311菜品健康-16回头客-5海鲜棒-4交通便利-4饮品赞-73分量少-
184635343,X厨房·X Kitchen,江北区,222,,4.5,0,川菜,,,,
193951850,雾都江记老火锅,江北区,78,59,4.6,13,火锅,73,好吃不贵2人餐，提供免费WiFi,112,8服务热情-6菜品健康-6味道赞-6环境优雅-5上菜快-5干净整洁-4回头客-4性价比高-3停车方便-
201571,外婆桥,九龙坡区,73,,4.5,382,川菜,,,,121味道赞-82环境优雅-65菜品不错-22分量足-20上菜快-6回头客-4高大上-10请客-6家庭聚餐-5朋友聚餐-
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
159802789,伊美香蛋糕店,江北区,119,122,5,429,面包甜点,851,"蛋糕44选1,约8英寸",199,154服务热情-152味道赞-128点心好-94性价比高-84价格实惠-78菜品精致-57分量足-46环境优雅-44回头客-11上菜快-
193013221,渝江源·乡村味道,江北区,178,42,4.3,33,川菜,258,江湖4人餐，提供免费WiFi,228,13味道赞-7上菜快-7肉类好-7环境优雅-7性价比高-6分量足-6菜品不错-6服务热情-4高大上-
