shopId,shopName,region,price,avgPrice,star,commentNum,secondCatName,salesVolume,groupDealTitle,marketPrice,userComment
121697083,富郎山日式料理,渝中区,298,68,5,1730,日本菜,301,超值实惠4-5人餐,514,377味道赞-191分量足-175上菜快-85回头客-61肉类好-6主食赞-4海鲜棒-10工作餐-7朋友聚餐-4闺蜜聚会-
1824392,二嫂老火锅,渝中区,1,48,3.8,3291,火锅,540,小吃2选1，可免费使用包间,10,258分量足-87上菜快-84菜品健康-68回头客-16交通便利-7牛肉赞-16朋友聚餐-7弄堂小店-4工作餐-3闺蜜聚会-
163337213,The Mix Up,南岸区,118,120,4.9,93,面包甜点,389,"蛋糕4选1,约4英寸，圆形",158,38味道赞-22点心好-18服务热情-13菜品精致-13体验很棒-8性价比高-6环境优雅-6情侣约会-5价格实惠-3回头客-
169186386,喜里小江湖,渝中区,108,63,4.7,152,特色菜,152,双人餐，提供免费WiFi,174,33味道赞-29服务热情-25菜品不错-23环境优雅-20干净整洁-16性价比高-15上菜快-9回头客-4分量足-4文艺清新-
192879032,受气牛肉,渝中区,84,,5,0,火锅,,,,
159502301,琳儿妹火锅,渝中区,64,,5,1664,火锅,,,,149味道赞-110服务热情-87菜品不错-62肉类好-55上菜快-48价格实惠-45回头客-43性价比高-3有萌宠-21分量少-
166217009,大喜门老火锅,九龙坡区,238,57,3.8,96,火锅,223,欢聚八人餐，提供免费WiFi,343,38味道赞-35服务热情-23上菜快-22价格实惠-19性价比高-18菜品健康-18分量足-13肉类好-8回头客-3朋友聚餐-
192578411,Gray Whale灰鲸美式乡村烤肉,渝中区,196,119,4.1,38,西餐,12,灰鲸超值2人餐，提供免费WiFi,324,11服务热情-10味道赞-7菜品不错-6肉类好-5价格实惠-5干净整洁-4性价比高-3上菜快-3环境优雅-8沙拉-
201657,艺兄烧鸡公,江北区,148,61,3.5,2,川菜,39,招牌烧鸡公4人餐,249,
186332268,壹角烧肉,九龙坡区,136,,4,0,日本菜,,,,
194608544,山沅村杠子面,渝中区,26,24,4.7,25,小吃快餐,130,爆款喷火肥牛套餐，建议单人使用,35,11味道赞-9服务热情-8分量足-7菜品不错-6上菜快-5牛肉赞-5性价比高-5干净整洁-4环境优雅-
193793128,烤匠麻辣烤鱼,渝中区,78,,3.7,15,川菜,,,,5菜品不错-4味道赞-3分量足-
187627479,二老师肥肠鱼,渝北区,79,,4.5,0,火锅,,,,
178098711,渝大狮老火锅,渝中区,198,66,5,1402,火锅,2451,聚会4人餐，提供免费WiFi,254,485味道赞-306菜品不错-299环境优雅-233肉类好-190上菜快-156回头客-70分量足-39有表演-13高大上-13点心好-
159513986,珮姐老火锅,渝中区,1,101,4.9,4024,火锅,42291,1元重庆老冰粉1份,6,881味道赞-367肉类好-339环境优雅-336上菜快-311菜品健康-16回头客-5海鲜棒-4交通便利-4饮品赞-73分量少-
184635343,X厨房·X Kitchen,江北区,222,,4.5,0,川菜,,,,
190588590,老道江湖菜,江北区,288,69,4.8,21,川菜,68,经典江湖菜椒香兔4人套餐,425,18味道赞-12分量足-10服务热情-9性价比高-8菜品不错-6环境优雅-6体验很棒-5价格实惠-3停车方便-3复古-
195170888,虎白料理,渝中区,26,62,4.6,16,日本菜,142,锦鲤工作套餐，建议单人使用,61,8味道赞-8环境优雅-7服务热情-6性价比高-5分量足-5价格实惠-5干净整洁-3上菜快-6清新淡雅-4文艺清新-
192561753,集渔·泰式海鲜火锅,渝北区,28,118,3.8,19,火锅,1524,爆浆蛋糕1份，提供免费WiFi,48,5味道赞-
117994667,厨匠老火锅,渝中区,3,60,5,2077,火锅,8100,重庆冰粉1份，提供免费WiFi,8,428味道赞-207环境优雅-192上菜快-171分量足-154菜品健康-18交通便利-11回头客-7牛肉赞-5主食赞-3朋友聚餐-
179193886,九盾龙凤三合鱼,沙坪坝区,138,57,5,128,火锅,179,九盾三合鱼3人餐,193.2,52味道赞-40服务热情-32菜品不错-32性价比高-24上菜快-16回头客-9分量足-7停车方便-6肉类好-5海鲜棒-
194428430,方圆食里私房菜,渝中区,98,69,5,32,川菜,167,精致二人餐，可免费使用包间,202,22味道赞-15环境优雅-14服务热情-14干净整洁-11性价比高-10菜品不错-8分量足-8价格实惠-4牛肉赞-7装修好看-
113621150,东北往事·东北菜馆铁锅炖,渝北区,311,51,5,955,东北菜,77,美味8人餐，包间免费,418,100味道赞-91分量足-85性价比高-71环境优雅-52交通便利-51菜品精致-19肉类好-15回头客-55上菜慢-51停车不便-
189389570,MBG迈卡托什书廊,渝北区,45,38,4.5,2,饮品店,59,覆盆子慕斯蛋糕+气泡水任选一款(粉莓青柠气泡、西柚红红气泡、蓝莓接骨木气泡）1份,70,
181418374,山城老堂口•1636重庆老菜,渝中区,3,69,4.5,634,川菜,10373,重庆冰粉1份，提供免费WiFi,8,178味道赞-151服务热情-119菜品不错-119环境优雅-107分量足-79上菜快-33回头客-6肉类好-12复古-5工作餐-
98496466,三家酒馆,渝中区,1,71,4.5,8,川菜,144,青柠酸莓汁（可与团购活动同享）1份,12,3味道赞-3服务热情-3性价比高-
193951130,蓝丝绒法式甜品,渝中区,59.9,50,4.5,5,面包甜点,22,单人精品法式甜品下午茶,78,4环境优雅-3味道赞-
184047565,庖丁莽子老火锅,南岸区,218,61,5,301,火锅,504,4人餐 - 7荤7素，包间免费,249,120味道赞-88菜品不错-82服务热情-81分量足-71环境优雅-68性价比高-63价格实惠-50上菜快-10牛肉赞-6回头客-
50683894,一花一叶素食餐厅,南岸区,139,72,5,1884,特色菜,808,福果暖心双人套餐，有赠品,315,247菜品健康-152上菜快-118回头客-29夜景赞-6停车方便-48有江景-9朋友聚餐-5闺蜜聚会-4文艺清新-3家庭聚餐-
150457845,埠口精酿·夜景西餐酒吧,南岸区,218,84,5,959,西餐,1870,2-3人经典套餐,304,79上菜快-79饮品赞-58回头客-31夜景赞-21高大上-8肉类好-17有江景-12下午茶-7朋友聚餐-5闺蜜聚会-
193471358,夜袭原创小豆腐,南岸区,68,49,5,343,烧烤,513,惊喜小豆腐双人餐,114,58味道赞-47服务热情-29牛肉赞-23价格实惠-21菜品健康-15环境优雅-14性价比高-11分量足-5早餐-5商圈附近-
74752263,巴倒烫重庆陆派火锅,南岸区,318,78,3.8,365,火锅,69,必吃榜推荐4人餐,365,128味道赞-36菜品健康-29夜景赞-27停车方便-25肉类好-13回头客-3请客-29价格高-8上菜慢-6分量少-
191794216,顺祺佛爷煲,九龙坡区,288,92,4.2,9,川菜,2533,特色四人餐，提供免费WiFi,398,3分量足-3菜品不错-3味道赞-3环境优雅-3服务热情-
193792054,卤校长老火锅,江北区,82,,4,36,火锅,,,,10味道赞-5肉类好-4分量足-3回头客-3上菜快-3性价比高-3环境优雅-3服务热情-7排队久-
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
112217128,凯帝拉斐盛宴,渝北区,598,74,5,321,川菜,56,聚会套餐，建议10人使用,959,68味道赞-63环境优雅-55菜品不错-52服务热情-47分量足-37上菜快-32高大上-6回头客-3肉类好-10请客-
1495736518,深夜食堂·刀锋书酒馆,渝中区,99,48,4,1,日本菜,42,日式简餐两人餐，提供免费WiFi,162,
194273336,let’s pu 璞泰式海鲜火锅,江北区,239,136,4,7,东南亚菜,1165,双子星套餐1份，提供免费WiFi,369,
192880154,The Murray美利餐厅,渝中区,23.8,46,5,140,粤菜,584,单人工作日午市套餐,46,55服务热情-54味道赞-31环境优雅-28分量足-18菜品精致-14主食赞-4上菜快-4饮品赞-3回头客-6下午茶-
165004037,重庆两江假日酒店·花涧精致料理,江北区,268,208,4.5,207,自助餐,3788,精致料理自助餐,298,51服务热情-45环境优雅-44味道赞-36上菜快-22海鲜棒-20菜品健康-13点心好-12牛肉赞-4回头客-3分量少-
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
178869960,四方八座鲜菜火锅,南岸区,158,58,4.9,453,火锅,2742,大满足四人餐，提供免费WiFi,334,152味道赞-103环境优雅-80上菜快-71菜品健康-44分量足-18回头客-4高大上-3停车方便-8现做现卖-4请客-
168937810,欧普斯.餐酒吧Whoops Lounge,南岸区,358,83,5,107,西餐,70,新品4人套餐，提供免费WiFi,620,37服务热情-36环境优雅-35味道赞-23性价比高-22菜品不错-14上菜快-9回头客-5牛肉赞-4分量足-5下午茶-
192977829,小杨妹無刺鲫鱼,渝北区,118,63,4.5,4,川菜,92,精致双人餐，提供免费WiFi,167,3分量足-3味道赞-3服务热情-
189326884,魔王猪蹄,九龙坡区,198,94,3.6,61,韩国菜,592,招牌魔王猪蹄双人餐,268,15服务热情-13味道赞-13环境优雅-10干净整洁-7价格实惠-7体验很棒-5高大上-4肉类好-4性价比高-7上菜慢-
1035078,婆子妈私家菜,九龙坡区,69,43,4,5048,川菜,4072,套餐2选1，提供免费WiFi,124,448上菜快-263回头客-45交通便利-34停车方便-10海鲜棒-3夜景赞-22朋友聚餐-7家庭聚餐-7请客-3文艺清新-
159502301,琳儿妹火锅,渝中区,64,,5,1664,火锅,,,,149味道赞-110服务热情-87菜品不错-62肉类好-55上菜快-48价格实惠-45回头客-43性价比高-3有萌宠-21分量少-
191981422,耙二哥腰片王老火锅,南岸区,77,,5,1,火锅,,,,
192615649,挥汗堂九宫格火锅,渝中区,3,76,5,189,火锅,1237,秘制冰粉1份，提供免费WiFi,8,79服务热情-75味道赞-51性价比高-43菜品不错-42分量足-42价格实惠-37上菜快-36环境优雅-5牛肉赞-3复古-
79439095,王妈手撕烤兔·双流老妈兔头,渝中区,10.5,27,4.6,2014,小吃快餐,4279,麻辣兔头1份，提供免费WiFi,12,115味道赞-60服务热情-55性价比高-49干净整洁-36菜品精致-34上菜快-34交通便利-21回头客-45分量少-34停车不便-
193840662,鱼来坊金汤藤椒鱼旗舰店,南岸区,118,67,3.8,16,川菜,660,藤椒鱼2-3人餐,187,6味道赞-5菜品不错-3上菜快-3分量足-3环境优雅-3服务热情-3现做现卖-
169966395,斗十千料理,渝北区,198,157,4.1,157,日本菜,481,小酌二人餐（新）,328,49味道赞-36服务热情-18体验很棒-17上菜快-17环境优雅-16肉类好-16菜品精致-13价格实惠-8主食赞-4分量足-
50375031,杨记隆府,渝中区,2,85,4.9,4864,川菜,1737,老农夫葛粉1份，提供免费WiFi,8,447味道赞-272服务热情-266分量足-227环境优雅-181上菜快-121菜品精致-120交通便利-79肉类好-36回头客-119停车不便-
96666985,鄂渝大虾,渝北区,258,88,4.1,71,小吃快餐,3,4人餐，提供免费WiFi,288,
188406435,南之山烘焙·NbooksBakery,渝北区,48,50,4,0,饮品店,2,精致单人餐，提供免费WiFi,60,
177759219,马路边边麻辣烫,江北区,98,58,3.3,85,火锅,706,马路边边双人餐，提供免费WiFi,139,25味道赞-14菜品丰富-11服务热情-9性价比高-9网红店-8分量足-7环境优雅-4回头客-3牛肉赞-6价格高-
179620162,奈九居酒屋,九龙坡区,1,84,3.5,78,日本菜,781,特色大福1份，提供免费WiFi,6,18味道赞-17环境优雅-16菜品不错-12服务热情-7肉类好-7干净整洁-6分量足-5回头客-4价格实惠-4性价比高-
2380649,潮火锅,江北区,50,,4.5,12482,火锅,,,,331上菜快-317回头客-280菜品健康-17停车方便-11牛肉赞-36朋友聚餐-2024小时营业-8请客-6闺蜜聚会-3公司聚餐-
187666401,厨道口味菜馆,渝北区,57,,3.8,27,川菜,,,,10味道赞-5环境优雅-5性价比高-3服务热情-3分量少-
192578411,Gray Whale灰鲸美式乡村烤肉,渝中区,196,119,4.1,38,西餐,12,灰鲸超值2人餐，提供免费WiFi,324,11服务热情-10味道赞-7菜品不错-6肉类好-5价格实惠-5干净整洁-4性价比高-3上菜快-3环境优雅-8沙拉-
187431046,老街糯米团,渝中区,16,,4.2,12,小吃快餐,,,,4味道赞-4环境优雅-3价格实惠-3干净整洁-3体验很棒-3弄堂小店-
192989633,拈菜,九龙坡区,183,77,3.7,11,川菜,1646,三人拈菜套餐,271,4味道赞-4环境优雅-3分量足-3性价比高-
94766293,不过如此火锅,渝中区,98,47,5,2227,火锅,406,两人招牌牛杂套餐，包间免费,141,425味道赞-162价格实惠-145分量足-133菜品健康-112上菜快-75回头客-24牛肉赞-9高大上-3朋友聚餐-3弄堂小店-
165189236,EACH蚝-烧烤×精酿啤酒,九龙坡区,104,,5,251,烧烤,,,,28环境优雅-21服务热情-20味道赞-9菜品精致-9干净整洁-8性价比高-4饮品赞-3闺蜜聚会-4上菜慢-3分量少-
180545577,吾店道·本原火锅,渝中区,298,97,4.3,22,火锅,183,豪华四至六餐，建议4-6人使用，可免费使用包间,382,11服务热情-6菜品健康-6味道赞-6环境优雅-4上菜快-3分量足-3价格实惠-3性价比高-3干净整洁-
170576925,三家酒馆,渝中区,1,72,4.7,31,川菜,144,青柠酸莓汁（可与团购活动同享）1份,12,14味道赞-9环境优雅-9干净整洁-8服务热情-7价格实惠-7性价比高-6菜品健康-3回头客-7装修好看-4位置好找-
188424127,卤校长老火锅,九龙坡区,68,,3.2,24,火锅,,,,9味道赞-4菜品健康-4价格实惠-4性价比高-4服务热情-3上菜快-7排队久-
50375031,杨记隆府,渝中区,2,85,4.9,4864,川菜,1737,老农夫葛粉1份，提供免费WiFi,8,447味道赞-272服务热情-266分量足-227环境优雅-181上菜快-121菜品精致-120交通便利-79肉类好-36回头客-119停车不便-
187627479,二老师肥肠鱼,渝北区,79,,4.5,0,火锅,,,,
194948858,格坊老火锅,南岸区,118,59,4.3,146,火锅,284,亲友小聚双人餐，提供免费WiFi,175,16味道赞-16服务热情-12分量足-11环境优雅-10菜品不错-8价格实惠-7上菜快-5牛肉赞-3商圈附近-
195890997,喵小萌蛋糕,巴南区,138,0,3.5,10,面包甜点,10,"蛋糕3选1,约8英寸，圆形",188,7味道赞-5点心好-4服务热情-3分量足-3环境优雅-
177759219,马路边边麻辣烫,江北区,98,58,3.3,85,火锅,706,马路边边双人餐，提供免费WiFi,139,25味道赞-14菜品丰富-11服务热情-9性价比高-9网红店-8分量足-7环境优雅-4回头客-3牛肉赞-6价格高-
192919525,日常泰式海鲜火锅,渝北区,3.9,81,3.6,19,东南亚菜,1687,日常必点盐烤大虾1只,9,7服务热情-5菜品健康-5环境优雅-4味道赞-
168917105,醉刘小酒馆,南岸区,188,64,4.4,404,川菜,686,精致4人餐，提供免费WiFi,270,128味道赞-101环境优雅-89服务热情-81菜品不错-62干净整洁-59上菜快-42回头客-42价格实惠-37分量足-3朋友聚餐-
181458827,食色飞白,沙坪坝区,5.9,58,5,54,川菜,2065,冰粉1份，提供免费WiFi,9.9,22味道赞-15价格实惠-14服务热情-13上菜快-11分量足-11环境优雅-10菜品不错-9干净整洁-8性价比高-5回头客-
175357324,丑柠檬泰式火锅,九龙坡区,168,91,4.6,118,东南亚菜,137,浪漫2人冬阴功火锅套餐,330,55味道赞-53服务热情-40菜品健康-37环境优雅-37干净整洁-26性价比高-21分量足-3回头客-3主食赞-5文艺清新-
192767460,锦凤堂酸菜鸡,渝北区,76,,4.5,4,火锅,,,,
193588741,猪猪象泰国餐厅,江北区,198,91,5,49,东南亚菜,76,2人豪华冬阴功火锅套餐，包间免费,368,12味道赞-12服务热情-9环境优雅-7价格实惠-6菜品健康-5分量足-5性价比高-3上菜快-
181457511,山亦城老火锅,渝中区,1,71,5,672,火锅,5578,重庆传统老冰粉1份,10,316服务热情-291味道赞-188性价比高-161环境优雅-157上菜快-135菜品健康-53分量足-21回头客-16牛肉赞-5朋友聚餐-
157178132,林妈过桥抄手,渝中区,15,,5,2762,小吃快餐,,,,51味道赞-20回头客-16干净整洁-14体验很棒-12价格实惠-12服务热情-10性价比高-7菜品不错-7环境优雅-5肉类好-
187666401,厨道口味菜馆,渝北区,57,,3.8,27,川菜,,,,10味道赞-5环境优雅-5性价比高-3服务热情-3分量少-
179751552,郭婆婆豆瓣鸡,江北区,118,76,4.6,16,川菜,73,精致2-3人餐，提供免费WiFi,171,7味道赞-4服务热情-3菜品不错-
182056179,景笙·新派河鲜江湖菜,南岸区,698,60,5,136,川菜,508,8-10人新派江湖菜,919,59味道赞-53环境优雅-44服务热情-34菜品不错-29体验很棒-28上菜快-27分量足-15肉类好-7回头客-3复古-
113968805,CEREALGRASS甜集,江北区,188,198,4,0,面包甜点,1,"蛋糕5选1,约6英寸，圆形",238,
164685434,月半,渝中区,98,46,5,2231,川菜,4814,吃了不胖的双人餐,168,644分量足-596菜品不错-547上菜快-168回头客-60肉类好-23海鲜棒-11交通便利-7主食赞-4高大上-4弄堂小店-
159513986,珮姐老火锅,渝中区,1,101,4.9,4024,火锅,42291,1元重庆老冰粉1份,6,881味道赞-367肉类好-339环境优雅-336上菜快-311菜品健康-16回头客-5海鲜棒-4交通便利-4饮品赞-73分量少-
